FullName,Distance,Event,SwimmerAge,EventCompetitionCategoryKey,SwimTime,SwimTimeAdj,Standard,MeetName,SwimDate,ClubName,LscCode,IsForeign,Rank,PowerPoints,Sanctioned
"Kharun, Ilya",100,100 FR SCY,19,2,42.18,42.18,2024 Summer Nationals (LCM),Arizona vs. ASU,2/10/2024,Sun Devil Swimming,AZ,True,48,993,Yes
"Gu, Rafael",100,100 FR SCY,19,2,42.18,42.18,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Unattached,US,True,48,993,Yes
"Elaraby, Abdelrahman",100,100 FR SCY,23,2,42.19,42.19,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,University Of Notre Dame,IN,True,51,992,Yes
"Maurer, Luke",100,100 FR SCY,22,2,42.20,42.20,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Rose Bowl Aquatics,CA,False,52,992,Yes
"Bochenski, Grant",100,100 FR SCY,20,2,42.23,42.23,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,U. of Missouri,MV,False,53,990,Yes
"Dusa, Matej",100,100 FR SCY,23,2,42.24,42.24,2024 Summer Nationals (LCM),2024 CSCAA National Invitational Championship,3/16/2024,Queens University,NC,True,54,989,Yes
"Germonprez, Nate",100,100 FR SCY,19,2,42.24,42.24,2024 Summer Nationals (LCM),2024 Big 12 Conference Championships,3/2/2024,University of Texas,ST,False,54,989,Yes
"Tiffany, Jordan",100,100 FR SCY,22,2,42.25,42.25,2024 Summer Nationals (LCM),2024 Big 12 Conference Championships,3/2/2024,Unattached,US,False,56,989,Yes
"Blackman, Nikoli",100,100 FR SCY,18,2,42.30,42.30,2024 Summer Nationals (LCM),Tennessee Last Chance Invitational,3/2/2024,University Of Tennessee,SE,True,57,986,Yes
"Dominguez Calonge, Luis",100,100 FR SCY,21,2,42.31,42.31,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Virginia Tech,VA,True,58,985,Yes
"Hawke, Charlie",100,100 FR SCY,21,2,42.31,42.31,2024 Summer Nationals (LCM),Tennessee Invitational,11/17/2023,University Of Alabama Swim Club,SE,True,58,985,Yes
"Sartori, Murilo",100,100 FR SCY,21,2,42.38,42.38,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Unattached,US,True,60,981,Yes
"Molla Yanes, Mario",100,100 FR SCY,21,2,42.39,42.39,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Virginia Tech,VA,True,61,981,Yes
"Hils, Zach",100,100 FR SCY,23,2,42.39,42.39,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Unattached,US,False,61,981,Yes
"Henderson, Noah",100,100 FR SCY,22,2,42.40,42.40,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,NC State University,NC,False,63,980,Yes
"Lasco, Destin",100,100 FR SCY,22,2,42.40,42.40,2024 Summer Nationals (LCM),CAL @ Stanford Men,2/24/2024,California Aquatics,PC,False,63,980,Yes
"Boyle, Connor",100,100 FR SCY,21,2,42.40,42.40,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,Unattached,US,False,63,980,Yes
"Scholl, Ben",100,100 FR SCY,19,2,42.40,42.40,2024 Summer Nationals (LCM),Lonestar Last Chance,3/9/2024,Unattached,US,False,63,980,Yes
"Samuels, Brady",100,100 FR SCY,20,2,42.40,42.40,2024 Summer Nationals (LCM),Purdue Invitational,11/18/2023,Boilermaker Aquatics,IN,False,63,980,Yes
"Brooks, Guy",100,100 FR SCY,20,2,42.41,42.41,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,Unattached,US,True,68,980,Yes
"Baganha, Victor",100,100 FR SCY,21,2,42.41,42.41,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Unattached,US,True,68,980,Yes
"Santiago, Alex",100,100 FR SCY,21,2,42.42,42.42,2024 Summer Nationals (LCM),2024 Mid American Conference Championships,3/9/2024,Unattached,US,True,70,979,Yes
"Hill, Julian",100,100 FR SCY,23,2,42.43,42.43,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Sun Devil Swimming,AZ,False,71,978,Yes
"Ostrowski, Karol",100,100 FR SCY,24,2,42.43,42.43,2024 Summer Nationals (LCM),Georgia Last Chance Invite,3/3/2024,Hawaii Aquatics,HI,True,71,978,Yes
"Berg, Max",100,100 FR SCY,21,2,42.43,42.43,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Unattached,KY,True,71,978,Yes
"Modglin, Will",100,100 FR SCY,19,2,42.49,42.49,2024 Summer Nationals (LCM),Texas Invitational,11/18/2023,University of Texas,ST,False,74,975,Yes
"Lee, Mikkel",100,100 FR SCY,21,2,42.50,42.50,2024 Summer Nationals (LCM),Last Chance Invite,3/8/2024,Unattached,US,True,75,975,Yes
"Hawk, Dylan",100,100 FR SCY,21,2,42.51,42.51,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,California Aquatics,PC,False,76,974,Yes
"Cohen Groumi, Gal",100,100 FR SCY,21,2,42.52,42.52,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Univ. Of Michigan Swim Team,MI,True,77,973,Yes
"Odorici, Leandro",100,100 FR SCY,20,2,42.52,42.52,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,Unattached,US,True,77,973,Yes
"Taylor, Camden",100,100 FR SCY,18,2,42.53,42.53,2024 Summer Nationals (LCM),2024 Big 12 Conference Championships,3/2/2024,University of Texas,ST,False,79,973,Yes
"Hayon, Will",100,100 FR SCY,19,2,42.53,42.53,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Virginia Tech,VA,False,79,973,Yes
"Peel, Cam",100,100 FR SCY,23,2,42.54,42.54,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Unattached,US,False,81,972,Yes
"Behar, Tiago",100,100 FR SCY,22,2,42.56,42.56,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Sun Devil Swimming,AZ,True,82,971,Yes
"Barr, Luke",100,100 FR SCY,20,2,42.56,42.56,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Unattached,US,False,82,971,Yes
"Husband, Ryan",100,100 FR SCY,22,2,42.59,42.59,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Auburn University,SE,False,84,969,Yes
"Salls, Drew",100,100 FR SCY,20,2,42.60,42.60,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,NC State University,NC,False,85,969,Yes
"Battaglini, Lucca",100,100 FR SCY,18,2,42.60,42.60,2024 Summer Nationals (LCM),2024 NC 3A NCHSAA High School State Championships,2/8/2024,Unattached,NC,False,85,969,Yes
"Jett, Gabriel",100,100 FR SCY,21,2,42.61,42.61,2024 Summer Nationals (LCM),California vs. Arizona,1/19/2024,California Aquatics,PC,False,87,968,Yes
"Shperkin, Mark",100,100 FR SCY,25,2,42.62,42.62,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Gamecock Aquatics,SC,True,88,968,Yes
"Hanson, Robin",100,100 FR SCY,22,2,42.62,42.62,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,California Aquatics,PC,True,88,968,Yes
"Armstrong, Jack",100,100 FR SCY,22,2,42.63,42.63,2024 Summer Nationals (LCM),2024 NCAA Division II Championships,3/16/2024,Houston Bridge Bats,GU,False,90,967,Yes
"Taylor, Lamar",100,100 FR SCY,20,2,42.64,42.64,2024 Summer Nationals (LCM),2024 NCAA Division II Championships,3/16/2024,Unattached,AR,True,91,967,Yes
"Goncharov, Steph",100,100 FR SCY,20,2,42.65,42.65,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,University of Pittsburgh,AM,True,92,966,Yes
"Wilson, Zarek",100,100 FR SCY,19,2,42.65,42.65,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Unattached,US,True,92,966,Yes
"Chambers, Micah",100,100 FR SCY,21,2,42.65,42.65,2024 Summer Nationals (LCM),Tennessee Last Chance Invitational,3/2/2024,University Of Tennessee,SE,False,92,966,Yes
"Dragoja, Toni",100,100 FR SCY,20,2,42.67,42.67,2024 Summer Nationals (LCM),2024 Atlantic 10 Conference Championships,2/24/2024,Unattached,US,True,95,965,Yes
"Stoffle, Aidan",100,100 FR SCY,23,2,42.67,42.67,2024 Summer Nationals (LCM),Georgia Invite,11/18/2023,Auburn University,SE,False,95,965,Yes
"Ratiu, George",100,100 FR SCY,23,2,42.68,42.68,2024 Summer Nationals (LCM),Texas Invitational,11/18/2023,Team Rebel Aquatics,CA,True,97,964,Yes
"Kammann, Bjoern",100,100 FR SCY,22,2,42.69,42.69,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,University Of Tennessee,SE,True,98,964,Yes
"Santiso, Matias",100,100 FR SCY,19,2,42.69,42.69,2024 Summer Nationals (LCM),Notre Dame Last Chance,3/1/2024,University of Louisville,KY,True,98,964,Yes
"Hobson, Luke",200,200 FR SCY,20,2,1:28.81,1:28.81,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,University of Texas,ST,False,1,1126,Yes
"Marchand, Leon",200,200 FR SCY,21,2,1:28.97,1:28.97,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Sun Devil Swimming,AZ,True,2,1121,Yes
"Alexy, Jack",200,200 FR SCY,21,2,1:29.75,1:29.75,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,California Aquatics,PC,False,3,1097,Yes
"Jett, Gabriel",200,200 FR SCY,21,2,1:30.32,1:30.32,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,California Aquatics,PC,False,4,1079,Yes
"Guiliano, Chris",200,200 FR SCY,20,2,1:30.36,1:30.36,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,University Of Notre Dame,IN,False,5,1078,Yes
"Crooks, Jordan",200,200 FR SCY,21,2,1:30.41,1:30.41,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,University Of Tennessee,SE,True,6,1077,Yes
"Hawke, Charlie",200,200 FR SCY,21,2,1:30.55,1:30.55,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Unattached,US,True,7,1072,Yes
"McDuff, Macguire",200,200 FR SCY,20,2,1:30.64,1:30.64,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,University of Florida,FL,False,8,1070,Yes
"Miroslaw, Rafael",200,200 FR SCY,23,2,1:30.76,1:30.76,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Indiana University,IN,True,9,1066,Yes
"Cohen Groumi, Gal",200,200 FR SCY,21,2,1:31.07,1:31.07,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Univ. Of Michigan Swim Team,MI,True,10,1057,Yes
"Williamson, Maximus",200,200 FR SCY,17,2,1:31.37,1:31.37,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - West,12/8/2023,Lakeside Aquatic Club,NT,False,11,1059,Yes
"Sartori, Murilo",200,200 FR SCY,21,2,1:31.42,1:31.42,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Unattached,US,True,12,1046,Yes
"Mitchell, Jake",200,200 FR SCY,22,2,1:31.55,1:31.55,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,University of Florida,FL,False,13,1042,Yes
"McFadden, Henry",200,200 FR SCY,18,2,1:31.65,1:31.65,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Jersey Wahoos,MA,False,14,1039,Yes
"Alves, Kaique",200,200 FR SCY,23,2,1:31.68,1:31.68,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Unattached,US,False,15,1038,Yes
"Sammon, Patrick",200,200 FR SCY,20,2,1:31.87,1:31.87,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Sun Devil Swimming,AZ,False,16,1033,Yes
"Hill, Julian",200,200 FR SCY,23,2,1:31.90,1:31.90,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Sun Devil Swimming,AZ,False,17,1032,Yes
"Smith, Kieran",200,200 FR SCY,23,2,1:31.92,1:31.92,2024 Summer Nationals (LCM),2023 PV NCAP Invitational,12/8/2023,Ridgefield Aquatic Club,CT,False,18,1031,Yes
"Koski, Tomas",200,200 FR SCY,19,2,1:31.93,1:31.93,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,Athens Bulldog Swim Club,GA,False,19,1031,Yes
"Hanson, Robin",200,200 FR SCY,22,2,1:31.95,1:31.95,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/6/2024,California Aquatics,PC,True,20,1030,Yes
"Carrozza, Coby",200,200 FR SCY,22,2,1:31.97,1:31.97,2024 Summer Nationals (LCM),2024 Big 12 Conference Championships,2/27/2024,University of Texas,ST,False,21,1030,Yes
"Brooks, Guy",200,200 FR SCY,20,2,1:32.00,1:32.00,2024 Summer Nationals (LCM),Notre Dame Last Chance,3/1/2024,Unattached,US,True,22,1029,Yes
"Navikonis, Tomas",200,200 FR SCY,20,2,1:32.01,1:32.01,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/1/2024,Ohio State University,OH,True,23,1029,Yes
"McDonald, Owen",200,200 FR SCY,19,2,1:32.06,1:32.06,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/8/2024,Sun Devil Swimming,AZ,False,24,1027,Yes
"Jones, Keaton",200,200 FR SCY,19,2,1:32.13,1:32.13,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,California Aquatics,PC,False,25,1025,Yes
"Daleiden Ciuferri, Ralph",200,200 FR SCY,20,2,1:32.19,1:32.19,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/6/2024,Unattached,US,True,26,1023,Yes
"Minakov, Andrei",200,200 FR SCY,21,2,1:32.19,1:32.19,2024 Summer Nationals (LCM),Stanford vs. Arizona (M&W),1/20/2024,Unattached,US,True,26,1023,Yes
"Germonprez, Nate",200,200 FR SCY,19,2,1:32.25,1:32.25,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,University of Texas,ST,False,28,1022,Yes
"Dominguez Calonge, Luis",200,200 FR SCY,21,2,1:32.25,1:32.25,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Virginia Tech,VA,True,28,1022,Yes
"Branzell, Reese",200,200 FR SCY,20,2,1:32.26,1:32.26,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,Athens Bulldog Swim Club,GA,False,30,1021,Yes
"Nelson, Baylor",200,200 FR SCY,20,2,1:32.38,1:32.38,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/20/2024,Texas A & M University,GU,False,31,1018,Yes
"Dupont Cabrera, Andres",200,200 FR SCY,20,2,1:32.42,1:32.42,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/6/2024,Unattached,US,True,32,1016,Yes
"Heilman, Thomas",200,200 FR SCY,16,2,1:32.46,1:32.46,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - East,12/6/2023,Cavalier Aquatics/Piedmont Family YMCA,VA,False,33,1048,Yes
"Hoagland, Jack",200,200 FR SCY,23,2,1:32.47,1:32.47,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Unattached,US,False,34,1015,Yes
"Whitfield, Brendan",200,200 FR SCY,19,2,1:32.50,1:32.50,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/22/2024,Unattached,US,False,35,1014,Yes
"Frandson, Trent",200,200 FR SCY,21,2,1:32.67,1:32.67,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,California Aquatics,PC,False,36,1009,Yes
"Lasco, Destin",200,200 FR SCY,22,2,1:32.68,1:32.68,2024 Summer Nationals (LCM),California vs. Arizona,1/19/2024,California Aquatics,PC,False,37,1009,Yes
"Winkler, Kaii",200,200 FR SCY,17,2,1:32.68,1:32.68,2024 Summer Nationals (LCM),2023 FL FHSAA Class 1A Championships,11/4/2023,Unattached,FG,False,37,1020,Yes
"Diehl, Daniel",200,200 FR SCY,18,2,1:32.72,1:32.72,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/22/2024,NC State University,NC,False,39,1008,Yes
"Maurer, Luke",200,200 FR SCY,22,2,1:32.72,1:32.72,2024 Summer Nationals (LCM),2024 Men's PAC 12 Last Chance Invite,3/10/2024,Rose Bowl Aquatics,CA,False,39,1008,Yes
"Dunham, Bradley",200,200 FR SCY,23,2,1:32.77,1:32.77,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,SwimAtlanta,GA,False,41,1006,Yes
"Frankel, Tomer",200,200 FR SCY,23,2,1:32.78,1:32.78,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/1/2024,Unattached,US,True,42,1006,Yes
"Magahey, Jake",200,200 FR SCY,22,2,1:32.80,1:32.80,2024 Summer Nationals (LCM),Georgia vs Emory,2/3/2024,SwimAtlanta,GA,False,43,1005,Yes
"Loktev, Denis",200,200 FR SCY,23,2,1:32.82,1:32.82,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Unattached,US,True,44,1005,Yes
"Ben-Shitrit, Eitan",200,200 FR SCY,20,2,1:32.85,1:32.85,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Univ. Of Michigan Swim Team,MI,True,45,1004,Yes
"Stokowski, Kacper",200,200 FR SCY,25,2,1:32.85,1:32.85,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,NC State University,NC,True,45,1004,Yes
"Behar, Tiago",200,200 FR SCY,22,2,1:32.86,1:32.86,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Sun Devil Swimming,AZ,True,47,1003,Yes
"Polonsky, Ron",200,200 FR SCY,22,2,1:32.90,1:32.90,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Unattached,US,True,48,1002,Yes
"Husband, Ryan",200,200 FR SCY,22,2,1:32.90,1:32.90,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,Auburn University,SE,False,48,1002,Yes
"Unlu, Baturalp",200,200 FR SCY,21,2,1:32.93,1:32.93,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/22/2024,Unattached,US,True,50,1001,Yes
"Liendo, Josh",200,200 FR SCY,21,2,1:32.96,1:32.96,2024 Summer Nationals (LCM),Georgia Invite,11/17/2023,Unattached,US,True,51,1001,Yes
"Mathias, Mason",200,200 FR SCY,21,2,1:33.06,1:33.06,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/27/2024,Auburn University,SE,False,52,998,Yes
"Hussey, Patrick",200,200 FR SCY,22,2,1:33.06,1:33.06,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/20/2024,University Of North Carolina,NC,True,52,998,Yes
"Lindholm, Oskar",200,200 FR SCY,22,2,1:33.16,1:33.16,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,University of Florida,FL,True,54,995,Yes
"Littlejohn, Ben",200,200 FR SCY,21,2,1:33.24,1:33.24,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,3/1/2024,Unattached,NE,True,55,992,Yes
"Dragoja, Toni",200,200 FR SCY,20,2,1:33.25,1:33.25,2024 Summer Nationals (LCM),2024 Atlantic 10 Conference Championships,2/23/2024,Unattached,US,True,56,992,Yes
"Berg, Max",200,200 FR SCY,21,2,1:33.28,1:33.28,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/22/2024,Unattached,KY,True,57,991,Yes
"Soloveychik, Bar",200,200 FR SCY,23,2,1:33.37,1:33.37,2024 Summer Nationals (LCM),2024 Men's B1G Championships,2/28/2024,Unattached,US,True,58,989,Yes
"Schott, Mitchell",200,200 FR SCY,19,2,1:33.37,1:33.37,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,2/28/2024,Princeton University Swim Team,NJ,False,58,989,Yes
"Kibler, Drew",200,200 FR SCY,23,2,1:33.46,1:33.46,2024 Summer Nationals (LCM),ASU vs UNLV,10/6/2023,Carmel Swim Club,IN,False,60,986,Yes
"Zhao, Jason",200,200 FR SCY,16,2,1:33.51,1:33.51,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - East,12/8/2023,Mason Manta Rays,OH,False,61,1017,Yes
"Mefford, Colby",200,200 FR SCY,22,2,1:33.57,1:33.57,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,California Aquatics,PC,False,62,983,Yes
"Maurer, Rex",200,200 FR SCY,19,2,1:33.58,1:33.58,2024 Summer Nationals (LCM),Texas Invitational,11/15/2023,Rose Bowl Aquatics,CA,False,63,982,Yes
"Kos, Hubert",200,200 FR SCY,20,2,1:33.59,1:33.59,2024 Summer Nationals (LCM),ASU vs GCU,1/6/2024,Sun Devil Swimming,AZ,True,64,982,Yes
"Lekic, Jovan",200,200 FR SCY,20,2,1:33.61,1:33.61,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,Unattached,US,True,65,982,Yes
"Bonson, Michael",200,200 FR SCY,21,2,1:33.61,1:33.61,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/20/2024,Auburn University,SE,False,65,982,Yes
"Fox, Jerry",200,200 FR SCY,18,2,1:33.62,1:33.62,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/29/2024,NC State University,NC,False,67,981,Yes
"Henderson, Orion",200,200 FR SCY,19,2,1:33.67,1:33.67,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/8/2024,Unattached,US,False,68,980,Yes
"Ramadan, Youssef",200,200 FR SCY,21,2,1:33.69,1:33.69,2024 Summer Nationals (LCM),NC State GAC Invitational,11/17/2023,Virginia Tech,VA,True,69,979,Yes
"Sivec, Vili",200,200 FR SCY,20,2,1:33.70,1:33.70,2024 Summer Nationals (LCM),2024 Mountain Pacific Sports Federation Championships,2/21/2024,Cal State Univ - Bakersfield,CC,True,70,978,Yes
"Morris, Chris",200,200 FR SCY,21,2,1:33.77,1:33.77,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/1/2024,Unattached,US,False,71,977,Yes
"Yanchev, Yordan",200,200 FR SCY,22,2,1:33.77,1:33.77,2024 Summer Nationals (LCM),Georgia Invite,11/17/2023,Unattached,US,True,71,977,Yes
"Felt, Dylan",200,200 FR SCY,19,2,1:33.83,1:33.83,2024 Summer Nationals (LCM),2024 Atlantic 10 Conference Championships,2/23/2024,Swim Fort Lauderdale,FG,False,73,975,Yes
"Goraj, Marcin",200,200 FR SCY,22,2,1:33.86,1:33.86,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/20/2024,University of Pittsburgh,AM,True,74,974,Yes
"Vanzandt, Jon",200,200 FR SCY,19,2,1:33.88,1:33.88,2024 Summer Nationals (LCM),Auburn Invitational,2/9/2024,Auburn University,SE,False,75,974,Yes
"Taylor, Camden",200,200 FR SCY,18,2,1:33.90,1:33.90,2024 Summer Nationals (LCM),2024 Big 12 Conference Championships,2/29/2024,University of Texas,ST,False,76,973,Yes
